emotion,pitch,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,mfcc_20,mfcc_21,mfcc_22,mfcc_23,mfcc_24,mfcc_25,mfcc_26,mfcc_27,mfcc_28,mfcc_29,mfcc_30,mfcc_31,mfcc_32,mfcc_33,mfcc_34,mfcc_35,mfcc_36,mfcc_37,mfcc_38,mfcc_39,mfcc_40
disgust,1484.288330078125,-438.8787536621094,101.00111389160156,1.115085244178772,16.88368034362793,4.325018405914307,-11.545022010803223,-18.254066467285156,-9.200632095336914,-9.782574653625488,-4.435688018798828,-3.278045654296875,-10.636314392089844,-0.17903664708137512,-7.800893306732178,-4.916121482849121,0.10438574850559235,-14.018064498901367,0.6672932505607605,-2.6603963375091553,-4.233992576599121,-9.741655349731445,-6.603131294250488,-5.313096046447754,-5.004790782928467,-9.240828514099121,2.5333681106567383,-6.82483434677124,-0.38184842467308044,-1.4986841678619385,2.9357645511627197,-0.7720967531204224,1.2048083543777466,-1.1907057762145996,0.46760207414627075,0.2977615296840668,1.6662285327911377,-1.0059998035430908,-2.125458240509033,-5.107549667358398,0.4679304361343384
fearful,1447.9161376953125,-298.87396240234375,71.22358703613281,-10.012907981872559,0.199480339884758,-10.729975700378418,-15.314480781555176,-25.884870529174805,-9.412757873535156,-22.854415893554688,-11.911384582519531,-5.738040447235107,-16.26759147644043,-4.978709697723389,-5.39116907119751,-19.49192237854004,0.16801856458187103,-13.792662620544434,-5.643074989318848,-3.77185320854187,-9.184890747070312,-9.209221839904785,-4.401925086975098,-8.1813325881958,-3.9581198692321777,-1.596218466758728,6.403608322143555,1.5275278091430664,10.973718643188477,7.339544296264648,5.584198474884033,2.8339569568634033,4.557663917541504,4.581929683685303,11.875528335571289,7.734828472137451,9.40750789642334,1.7500109672546387,0.004137873649597168,1.0618388652801514,5.695559024810791
disgust,1353.7537841796875,-433.8167724609375,123.25064849853516,-3.7621076107025146,15.149581909179688,-0.45798105001449585,-8.987587928771973,-17.202543258666992,-17.96297836303711,-13.253585815429688,-5.714107513427734,-4.53062105178833,-10.177450180053711,4.997549057006836,-10.812761306762695,-9.374261856079102,1.4544079303741455,-12.944355010986328,0.1757567822933197,-3.7626399993896484,-4.658388137817383,-5.8279805183410645,-9.84295654296875,-1.921017050743103,-4.522542953491211,-6.919051647186279,3.59102725982666,-5.528815746307373,-0.8702626824378967,-1.6915313005447388,1.4257892370224,-3.305187702178955,2.8823792934417725,-0.48434990644454956,1.986929178237915,1.2967448234558105,3.0589330196380615,-0.6324969530105591,0.2067258507013321,-4.873370170593262,0.19819465279579163
disgust,973.6841430664062,-491.889892578125,124.89811706542969,2.4236676692962646,15.70125675201416,12.136013984680176,-2.44084095954895,-13.390823364257812,-13.13621711730957,-9.654929161071777,-3.2974488735198975,-1.3077257871627808,-7.432273864746094,6.410223960876465,-5.041437149047852,-4.416847229003906,-1.061231017112732,-13.988571166992188,1.5124118328094482,-3.2076239585876465,-0.8096544742584229,-7.2776265144348145,-8.147114753723145,-5.353087425231934,-4.263888835906982,-7.412642478942871,-0.6712470054626465,-4.707607746124268,-1.9018014669418335,-2.295480966567993,-0.2185901701450348,-4.613438606262207,-0.3944592773914337,-6.799743175506592,-2.9809749126434326,-1.3246015310287476,-1.371934175491333,-3.8810489177703857,-4.255422592163086,-6.270410537719727,-1.925502896308899
fearful,1366.096435546875,-273.5353088378906,60.26816940307617,-16.7706298828125,2.998154878616333,-11.313751220703125,-15.39815616607666,-30.39533042907715,-8.712418556213379,-13.971739768981934,-17.11859130859375,-5.791314601898193,-15.077730178833008,-9.881875038146973,-3.745042562484741,-12.47856330871582,0.9790372848510742,-4.8329033851623535,1.7915934324264526,7.550876140594482,5.699109077453613,3.7878835201263428,7.2698235511779785,9.999058723449707,9.477625846862793,3.835068941116333,14.0726957321167,2.6713626384735107,6.411803245544434,2.956029176712036,3.630288600921631,0.07037067413330078,5.665335655212402,1.2761949300765991,4.892451286315918,-0.9025253057479858,1.7314194440841675,-1.6355650424957275,-0.2273414134979248,-2.0062310695648193,4.171178340911865
disgust,1187.6922607421875,-498.4910888671875,139.06263732910156,-13.269542694091797,20.920400619506836,9.443540573120117,-6.276118278503418,-9.948235511779785,-15.716334342956543,-15.619526863098145,-0.02687457948923111,-5.246129989624023,-6.710455894470215,9.503684997558594,-7.87419319152832,-5.910497665405273,4.301060676574707,-16.113008499145508,0.3737987279891968,-2.9651424884796143,-3.560302972793579,-6.341301441192627,-8.267891883850098,-6.636667728424072,-2.6024839878082275,-6.525003433227539,-0.3825516700744629,-2.7623443603515625,-4.022615432739258,-1.9311357736587524,-1.997805118560791,-3.548344850540161,-2.9527435302734375,-3.825385808944702,-2.3412864208221436,-1.3718026876449585,0.19429881870746613,-2.6847386360168457,-4.841434955596924,-7.499539375305176,-1.6142023801803589
fearful,1163.903564453125,-405.1813659667969,110.35055541992188,-4.503214359283447,12.53357219696045,2.2002620697021484,-5.143982887268066,-21.724611282348633,-9.217342376708984,-22.519084930419922,-1.8626760244369507,-0.19894030690193176,-10.779889106750488,6.792593955993652,-5.234504699707031,-11.658462524414062,1.0644524097442627,-14.863926887512207,-1.548250675201416,0.4895189106464386,-5.407956123352051,-7.950402736663818,0.029391849413514137,-7.728639602661133,-2.5536508560180664,-8.944859504699707,0.5968883037567139,-4.736820697784424,0.3820616602897644,-3.4775469303131104,1.0727226734161377,-5.0614542961120605,-3.8939127922058105,-3.423661947250366,0.15373343229293823,0.6016682386398315,2.7652223110198975,-2.67276930809021,-3.279543161392212,-5.040470600128174,0.35153481364250183
fearful,1259.576904296875,-437.5094299316406,114.93441009521484,-3.055023193359375,13.04629135131836,7.663217544555664,-6.314751148223877,-22.318096160888672,-5.792881965637207,-14.56843376159668,-5.519786357879639,-1.779394268989563,-15.27808952331543,0.46368929743766785,-4.508610248565674,-7.35079288482666,1.8680360317230225,-12.292496681213379,-5.552053451538086,1.5833649635314941,-3.1397547721862793,-10.407201766967773,-1.8388727903366089,-7.380444049835205,-3.80983567237854,-6.175016403198242,-1.4063971042633057,-3.8620388507843018,-0.04842161387205124,-5.548309326171875,0.5521694421768188,-4.622551918029785,-2.0797624588012695,-5.1530022621154785,1.403001070022583,-3.65067195892334,2.390092134475708,-5.043047904968262,-2.4807169437408447,-5.409703254699707,-0.2932354211807251
disgust,1048.1197509765625,-496.2511901855469,128.0598907470703,14.822665214538574,12.80549430847168,4.544437885284424,-3.4170825481414795,-8.742976188659668,-12.941410064697266,-11.085389137268066,-5.155064105987549,-2.594168186187744,-5.67674446105957,7.573714733123779,-4.308157920837402,-5.105396270751953,1.027536153793335,-11.506510734558105,0.6579453349113464,-0.5765811800956726,-5.421191215515137,-6.790632247924805,-5.573024749755859,-6.560207366943359,-1.8661410808563232,-8.962154388427734,0.12475532293319702,-5.133298873901367,-3.1797306537628174,-2.0382344722747803,-2.4869017601013184,-3.858590602874756,-0.0782674178481102,-3.218214750289917,-1.9583942890167236,-1.2063614130020142,-0.5711159110069275,-3.4239139556884766,-2.4533398151397705,-6.304530143737793,-3.6644020080566406
disgust,1272.8404541015625,-500.5643005371094,133.8502960205078,-10.363306045532227,23.151317596435547,1.7239537239074707,-6.607516765594482,-7.41959285736084,-14.079243659973145,-11.56837272644043,-0.6388432383537292,-2.8555874824523926,-6.938784599304199,7.173925399780273,-7.901751518249512,-5.119185447692871,2.627673387527466,-15.68600845336914,0.6547874808311462,-4.751450061798096,-1.4110878705978394,-7.879171848297119,-10.261473655700684,-2.954362392425537,-3.9855127334594727,-6.74599027633667,0.3388051390647888,-6.213830947875977,-3.2679529190063477,-1.8765864372253418,-1.5909837484359741,-3.235490560531616,0.3132902681827545,-3.205428123474121,-2.5809519290924072,-1.8002458810806274,-1.7941120862960815,-2.570173501968384,-4.663380146026611,-4.975045680999756,1.844245433807373
disgust,1312.132080078125,-476.9431457519531,118.29249572753906,2.410085916519165,14.216386795043945,1.0414965152740479,-6.290887355804443,-17.883541107177734,-10.433030128479004,-10.999405860900879,-7.091320037841797,-0.7355717420578003,-8.71391773223877,4.568534851074219,-7.2981343269348145,-6.549322605133057,-0.16049426794052124,-15.565013885498047,-1.0217764377593994,-0.8782936930656433,-5.174648284912109,-10.45450210571289,-4.87067174911499,-7.841901779174805,-6.118429660797119,-7.225795745849609,0.8188132643699646,-5.1329121589660645,-3.4192183017730713,-4.267136096954346,-1.5071247816085815,-3.9133942127227783,-2.6648008823394775,-4.042550563812256,-3.1191020011901855,-2.142819404602051,-1.8096753358840942,-3.9217638969421387,-5.68969202041626,-7.810207366943359,-1.4723435640335083
surprised,1160.5281982421875,-343.7760925292969,102.15289306640625,-5.018226623535156,3.313406467437744,-2.419311761856079,-5.076650619506836,-21.98184585571289,-14.854576110839844,-19.594552993774414,-10.708841323852539,-10.721317291259766,-14.637350082397461,-5.136438369750977,-11.729289054870605,-9.642134666442871,-2.2299134731292725,-14.493507385253906,-1.4894700050354004,-0.19439597427845,-4.646648406982422,-10.23737907409668,-6.964539527893066,-4.802124977111816,-3.6513404846191406,-5.455053329467773,0.3332400321960449,-7.189284801483154,3.608203411102295,-4.154163360595703,1.2584507465362549,-3.7258105278015137,-2.3368163108825684,-2.107029676437378,2.724573850631714,1.202132225036621,4.7244977951049805,1.7657300233840942,1.228926420211792,-2.8888051509857178,1.5708009004592896
surprised,1075.9322509765625,-344.07806396484375,104.43238830566406,-4.763096332550049,2.8266282081604004,-0.06842292100191116,-2.230405569076538,-25.358793258666992,-16.886167526245117,-19.26510238647461,-8.450566291809082,-8.669612884521484,-15.770162582397461,0.4911177456378937,-10.714887619018555,-12.780081748962402,3.245375394821167,-18.43001937866211,-3.183295965194702,0.9135341644287109,-5.659372806549072,-6.273618698120117,-5.6153059005737305,-5.174697399139404,-3.408519983291626,-7.437830924987793,0.31279802322387695,-7.4271345138549805,-1.4144834280014038,-1.857495665550232,-2.424471378326416,-4.717854976654053,-1.2355213165283203,-3.3667256832122803,1.353882074356079,0.6582872271537781,2.3652098178863525,0.08884996920824051,0.6835437417030334,-5.29733943939209,0.5228167176246643
surprised,1156.720458984375,-381.8525390625,103.77433776855469,-10.35761833190918,8.693846702575684,-1.8620067834854126,-6.158033847808838,-24.91472053527832,-10.571808815002441,-15.207953453063965,-8.403796195983887,-3.624272108078003,-17.8546085357666,-4.466698169708252,-8.635595321655273,-13.001788139343262,-2.0296976566314697,-10.066972732543945,-6.026981353759766,0.8993873000144958,0.176399365067482,-7.47219181060791,3.8896327018737793,-4.923320770263672,-5.942871570587158,-4.371211528778076,-0.6790293455123901,-5.202035427093506,4.186217308044434,-5.318004608154297,5.788869380950928,-2.5727436542510986,-0.029643699526786804,-3.0035812854766846,3.5887715816497803,-1.2273834943771362,6.700320243835449,3.0783021450042725,3.618010997772217,-0.9934408664703369,-0.7068155407905579
surprised,1088.721923828125,-447.4272155761719,111.41588592529297,-13.88570785522461,-3.1766679286956787,-9.223787307739258,-3.903618097305298,-24.78984832763672,-14.816834449768066,-24.611604690551758,-12.772998809814453,1.5879048109054565,-16.877635955810547,-4.251903057098389,-11.039663314819336,-12.273256301879883,-5.679768085479736,-14.095097541809082,-12.440385818481445,-3.3780910968780518,-6.968379020690918,-13.988984107971191,0.9598478078842163,-6.446780204772949,4.067828178405762,1.2372970581054688,12.007478713989258,1.1717280149459839,4.587464809417725,-1.2978159189224243,1.296724796295166,0.6094374656677246,3.1610538959503174,4.972139835357666,10.390026092529297,6.036194324493408,14.16054630279541,3.0932390689849854,2.999274253845215,-5.496594429016113,0.5233792066574097
surprised,1037.429931640625,-381.155517578125,114.5103530883789,-16.6029052734375,-0.7077417969703674,-11.278565406799316,-5.933149337768555,-31.514719009399414,-21.189990997314453,-17.17386817932129,-11.412768363952637,-7.473315238952637,-13.902810096740723,-1.9015657901763916,-13.547076225280762,-12.076411247253418,-0.23836761713027954,-17.201005935668945,-5.628813743591309,-1.9356579780578613,-3.1797330379486084,-5.135955810546875,-6.304084300994873,-6.985538005828857,-2.9460232257843018,-7.3731279373168945,4.935506343841553,-4.3542656898498535,0.9029011130332947,1.180814266204834,1.225534439086914,2.2028307914733887,3.966027021408081,3.9269096851348877,7.478073596954346,6.064223289489746,11.846016883850098,8.612349510192871,6.034648895263672,-1.171593427658081,3.4237592220306396
disgust,991.8819580078125,-463.6104431152344,133.75460815429688,-2.0230307579040527,12.917272567749023,0.9501434564590454,-7.119553089141846,-15.686559677124023,-13.865911483764648,-15.518989562988281,-7.263284683227539,2.413545608520508,-11.53567123413086,5.260588645935059,-5.970431327819824,-6.499101638793945,-0.9832103252410889,-11.840410232543945,-4.177523136138916,-0.9362557530403137,-2.7418837547302246,-8.074304580688477,-2.6524505615234375,-7.265915870666504,-5.636836528778076,-5.695237159729004,-2.8410489559173584,-3.4148058891296387,-1.8780806064605713,-1.9442225694656372,-2.0428402423858643,-2.365149974822998,-0.647688627243042,-4.85500431060791,-1.1316847801208496,-3.6513614654541016,0.8212735056877136,-4.427550315856934,-3.3844103813171387,-6.212641716003418,-3.9132070541381836
surprised,1111.04931640625,-425.1418762207031,112.68057250976562,2.2142066955566406,13.297026634216309,9.618602752685547,1.1789671182632446,-20.115503311157227,-11.176738739013672,-9.851503372192383,-6.994542121887207,-2.701134204864502,-7.438263416290283,1.4324581623077393,-4.425805568695068,-9.96947193145752,-0.094441719353199,-10.756731033325195,-2.863877058029175,0.6544028520584106,0.3633919358253479,-0.3339436650276184,0.5005603432655334,-2.9448466300964355,-4.878541946411133,-2.6017606258392334,1.3563045263290405,-1.6222447156906128,5.073232173919678,0.5296545028686523,2.4040210247039795,0.10348068922758102,1.9934800863265991,-1.5537261962890625,3.2254340648651123,0.3922291100025177,5.371609210968018,0.2909715473651886,0.7998397946357727,-2.4179980754852295,2.1810073852539062
surprised,1028.394287109375,-445.0155944824219,118.13386535644531,-9.129932403564453,7.76890230178833,-8.470452308654785,-4.612348556518555,-23.1055908203125,-19.647504806518555,-22.105009078979492,-8.37402057647705,-3.0297605991363525,-15.137453079223633,0.6376630067825317,-6.292399883270264,-9.484801292419434,-2.7603936195373535,-17.98511505126953,-5.6226277351379395,-2.9369266033172607,-7.064783573150635,-10.13565731048584,-5.207733631134033,-11.134206771850586,-6.141881465911865,-7.363039970397949,-0.5864919424057007,-5.945250511169434,-0.6335036754608154,-1.2789956331253052,-0.21234308183193207,3.4388461112976074,3.738741636276245,3.3219709396362305,3.646059274673462,-0.47157758474349976,7.795155048370361,-2.0734450817108154,3.155789375305176,-0.7209934592247009,2.204929828643799
surprised,1132.4559326171875,-441.0157775878906,102.2345199584961,-15.301132202148438,5.722890853881836,-13.669899940490723,-5.881822109222412,-25.352834701538086,-21.65131378173828,-19.62353515625,-14.5875825881958,-3.5513269901275635,-13.696179389953613,-2.4950594902038574,-5.974451065063477,-9.547645568847656,-5.47361946105957,-18.043012619018555,-8.41489028930664,-1.4928394556045532,-4.03864049911499,-4.873745918273926,-1.2670016288757324,-9.187979698181152,-3.6306064128875732,-9.1056547164917,0.7093477845191956,-7.7072577476501465,-1.7697457075119019,-3.1070985794067383,0.25708556175231934,5.240333557128906,12.120308876037598,16.055694580078125,14.925114631652832,9.15761947631836,9.74853229522705,-3.3639209270477295,-1.8205219507217407,-2.560241937637329,2.2718846797943115
happy,1347.38818359375,-428.83148193359375,60.78917694091797,-31.077136993408203,3.48948335647583,-21.662153244018555,-27.86545181274414,-10.366692543029785,-32.92439270019531,-10.73303508758545,-22.173683166503906,-11.016671180725098,-5.814288139343262,-21.56719970703125,2.6698150634765625,-20.603927612304688,-7.777120113372803,-9.836103439331055,-9.901830673217773,-7.796107292175293,-2.167219638824463,5.0512800216674805,6.574980735778809,6.695767879486084,8.91312313079834,3.7939019203186035,-0.9872991442680359,0.6766188144683838,2.5050792694091797,4.768232822418213,6.302151203155518,-0.10597120970487595,2.539011001586914,-0.4773552417755127,2.755779504776001,-1.7409855127334595,1.8629740476608276,-0.7120499014854431,0.902776837348938,-3.272700548171997,1.1080538034439087
neutral,1651.5673828125,-493.6308898925781,69.20291900634766,-23.215167999267578,14.035442352294922,-17.048046112060547,-23.5042667388916,-14.612149238586426,-26.589868545532227,-12.612149238586426,-9.903218269348145,-9.973637580871582,-9.356927871704102,-13.113144874572754,-1.623699426651001,-14.899017333984375,-11.208582878112793,-6.880128383636475,-6.87264347076416,-4.811375141143799,-4.596380710601807,2.1759111881256104,2.6126177310943604,-3.211301565170288,2.6249806880950928,-2.2460989952087402,4.81154727935791,8.938834190368652,11.014630317687988,5.491415977478027,7.097572326660156,-0.7830866575241089,2.1997010707855225,-2.0754425525665283,1.7345060110092163,1.2819360494613647,2.6271350383758545,-1.6530652046203613,-2.527992010116577,-5.6874613761901855,1.0712635517120361
neutral,1453.613037109375,-518.5415649414062,76.19044494628906,-16.84232521057129,13.821869850158691,-14.871603965759277,-17.64649772644043,-16.855932235717773,-26.550779342651367,-12.113520622253418,-11.421175003051758,-4.070333480834961,-14.20035171508789,-10.545877456665039,-4.728431701660156,-14.408878326416016,-12.133829116821289,-8.501686096191406,-6.758050441741943,-9.681286811828613,-7.656554698944092,-7.545546531677246,-3.770646095275879,-6.554198265075684,5.074869632720947,2.5904977321624756,3.7958343029022217,1.8538960218429565,0.9797137379646301,-0.36728715896606445,4.518321990966797,4.790352821350098,8.45882511138916,4.105801582336426,6.424442768096924,4.791162967681885,8.905500411987305,4.072419166564941,4.094477653503418,-4.697989463806152,-1.1370975971221924
calm,1513.2506103515625,-636.7262573242188,60.79279327392578,-0.11810302734375,15.718990325927734,-9.610109329223633,-8.211662292480469,-15.083988189697266,-21.886659622192383,-12.8348388671875,-7.726950645446777,-10.680950164794922,-15.10057544708252,-8.678759574890137,-2.14001727104187,-18.0234375,-8.469404220581055,-8.201613426208496,-6.471545696258545,-9.793001174926758,-7.740794658660889,-2.695659637451172,-1.1430416107177734,-4.102975368499756,1.820513367652893,-2.88607120513916,-3.7644941806793213,-0.33336129784584045,-2.647005081176758,-3.7329907417297363,1.6957041025161743,-2.7133257389068604,3.506913423538208,4.598816871643066,11.03148365020752,10.903464317321777,15.218902587890625,9.413840293884277,8.579570770263672,-0.5907377600669861,3.0607099533081055
calm,1569.2645263671875,-641.4682006835938,71.56754302978516,-10.443536758422852,22.745920181274414,-0.7437666058540344,-11.808688163757324,-11.21497917175293,-22.087650299072266,-9.956632614135742,-7.900132179260254,-9.312508583068848,-12.09768295288086,-7.316226959228516,-1.5609235763549805,-16.042478561401367,-8.788992881774902,-10.648597717285156,-5.961663246154785,-7.940362930297852,-11.562850952148438,-4.361901760101318,-7.627485752105713,-9.406980514526367,-1.0135451555252075,-6.996196746826172,-4.285841941833496,-2.157419204711914,-3.761685609817505,0.4753407835960388,3.854543685913086,1.7685602903366089,10.499163627624512,6.024363040924072,14.367340087890625,9.766088485717773,13.594914436340332,7.88800048828125,8.356059074401855,0.8567026853561401,3.265028476715088
calm,1685.3463134765625,-577.0322265625,66.56716918945312,-13.669219017028809,19.065927505493164,-9.71280288696289,-18.5789737701416,-19.72244644165039,-24.61623764038086,-11.736934661865234,-10.635083198547363,-4.666890621185303,-14.349218368530273,-6.829868316650391,-7.3354620933532715,-13.042237281799316,-7.537367343902588,-10.637656211853027,-5.829980373382568,-7.659811973571777,-10.959940910339355,-4.784913063049316,-7.875465393066406,-9.706283569335938,-2.152207612991333,-6.676595687866211,-4.634119987487793,-3.072072744369507,-1.7385900020599365,0.361340194940567,4.779987335205078,1.1083637475967407,9.17055606842041,7.633101940155029,14.766715049743652,12.841014862060547,13.334406852722168,7.451390743255615,3.989630937576294,-1.0659193992614746,4.032935619354248
happy,1151.445556640625,-449.373291015625,62.56678771972656,-8.037297248840332,17.29796028137207,-14.71143627166748,-13.454551696777344,-16.445335388183594,-27.618112564086914,-16.100330352783203,-17.53904914855957,-11.307329177856445,-2.6512084007263184,-18.75841522216797,-0.9873881340026855,-15.601420402526855,-14.847129821777344,-3.6221790313720703,-9.790040969848633,-15.61111068725586,-7.089927673339844,-8.905908584594727,-9.596561431884766,-10.048454284667969,-10.054572105407715,-7.1262431144714355,-4.732832431793213,1.754116177558899,11.171031951904297,8.077239036560059,14.419652938842773,2.0044169425964355,1.9847681522369385,-0.0698743686079979,4.040510654449463,7.182044982910156,7.864656448364258,2.5267677307128906,1.066828727722168,-2.027580499649048,5.293056488037109
neutral,1477.054931640625,-499.14501953125,61.55229949951172,-15.287718772888184,10.438796997070312,-16.222553253173828,-22.699508666992188,-17.907073974609375,-29.724422454833984,-9.507403373718262,-11.772215843200684,-7.909416198730469,-11.493902206420898,-11.540661811828613,-1.0116345882415771,-17.487117767333984,-9.008354187011719,-6.478097915649414,-6.861824035644531,-6.5789384841918945,-7.461065769195557,-1.3235042095184326,-1.3674672842025757,-0.9638227820396423,9.404970169067383,6.876357078552246,8.852885246276855,4.594348907470703,5.444395542144775,0.7640715837478638,5.451107501983643,-0.017974426969885826,4.4691853523254395,2.060420036315918,6.2575201988220215,0.7064270377159119,1.891305923461914,-3.1642613410949707,1.068845510482788,-1.7739461660385132,1.1770890951156616
calm,1459.1951904296875,-597.5546875,66.69286346435547,3.4251177310943604,10.55462646484375,-5.919698715209961,-8.573390007019043,-17.91270637512207,-24.820323944091797,-16.57586097717285,-8.977596282958984,-10.438870429992676,-11.25823974609375,-8.586111068725586,-2.012836456298828,-17.988935470581055,-11.949326515197754,-7.561025619506836,-4.98994779586792,-7.943822860717773,-9.869335174560547,-3.4787051677703857,-6.5929670333862305,-7.473728179931641,1.79426109790802,0.24607372283935547,3.2104408740997314,3.5835442543029785,1.2770123481750488,0.22650158405303955,1.1641875505447388,-2.8592844009399414,4.619378089904785,1.3880995512008667,6.409042835235596,5.511004447937012,11.210577964782715,8.405383110046387,8.502938270568848,-1.8765459060668945,1.8986440896987915
calm,1599.64453125,-587.382568359375,68.84049224853516,-17.93387794494629,10.739394187927246,-10.698596954345703,-14.253780364990234,-20.705516815185547,-24.79370880126953,-14.894381523132324,-9.688410758972168,-10.651118278503418,-16.988901138305664,-9.452884674072266,-2.7351160049438477,-15.055635452270508,-11.35873794555664,-10.827605247497559,-7.037782192230225,-12.054033279418945,-11.87424087524414,-6.270855903625488,-5.707521438598633,-7.6341705322265625,2.6109538078308105,-1.5199332237243652,0.8076876997947693,1.9982306957244873,-2.904895544052124,1.0126549005508423,0.7891325950622559,-0.33293721079826355,7.5445709228515625,5.763428211212158,13.202346801757812,12.662096977233887,15.927210807800293,9.793760299682617,8.678936958312988,-0.48091208934783936,2.2291553020477295
calm,1426.27490234375,-573.8327026367188,63.22547912597656,0.41254159808158875,10.870979309082031,-6.1641154289245605,-11.946329116821289,-15.742212295532227,-23.537185668945312,-8.845349311828613,-9.429682731628418,-4.761528968811035,-14.402066230773926,-6.846823215484619,-1.3134733438491821,-15.923585891723633,-9.383200645446777,-6.429104328155518,-2.463648557662964,-9.80189037322998,-8.75999641418457,-4.013750076293945,-5.384005546569824,-10.24087142944336,0.020729374140501022,-7.500621795654297,-3.1150951385498047,0.6260887980461121,2.050783395767212,5.904643535614014,7.66447639465332,3.1714518070220947,9.302193641662598,4.666366100311279,11.639869689941406,9.031519889831543,14.948576927185059,6.451707363128662,5.492065906524658,-2.4104878902435303,2.872783660888672
neutral,1424.507568359375,-500.8899841308594,73.25598907470703,-12.144969940185547,10.03603458404541,-18.471113204956055,-19.631187438964844,-18.00770378112793,-28.123764038085938,-11.709199905395508,-10.607983589172363,-7.797436714172363,-12.645973205566406,-10.505934715270996,-0.641494631767273,-14.742311477661133,-8.630664825439453,-6.4113545417785645,-5.383960247039795,-7.9723005294799805,-7.427967548370361,-1.0751841068267822,-3.66434907913208,-4.060119152069092,5.603882312774658,4.107004642486572,7.426347255706787,6.9202985763549805,9.518025398254395,4.016357898712158,6.870774745941162,3.775926351547241,7.5272722244262695,2.4182915687561035,3.4472885131835938,-0.214619442820549,0.5115806460380554,-1.0445454120635986,1.6213715076446533,-0.5317769050598145,3.240382194519043
calm,1328.9219970703125,-594.6072387695312,77.33308410644531,-2.1789774894714355,18.42209815979004,-4.333577632904053,-12.45567798614502,-16.873313903808594,-25.179981231689453,-7.939642906188965,-2.808372974395752,-6.945157527923584,-9.964534759521484,-7.991291046142578,-4.004737377166748,-13.285138130187988,-6.516500473022461,-6.793497085571289,-5.482439994812012,-4.835826396942139,-12.445807456970215,-3.6649272441864014,-6.5971198081970215,-7.309857368469238,1.2200933694839478,-3.8003175258636475,-3.6274430751800537,-2.546469211578369,-5.049436092376709,-3.5979859828948975,-1.7397723197937012,0.9803937673568726,9.303244590759277,8.164257049560547,17.57390594482422,9.85437297821045,10.064887046813965,4.2917094230651855,4.443602561950684,1.3462895154953003,8.21924877166748
calm,1401.2142333984375,-614.1666259765625,80.53907775878906,-7.004301071166992,16.51385498046875,-4.780240058898926,-13.761138916015625,-18.28861427307129,-21.53032875061035,-10.335442543029785,-11.691040992736816,-8.30123519897461,-8.464895248413086,-7.631198883056641,-3.166821241378784,-13.433920860290527,-3.2480227947235107,-11.93198013305664,-1.7368355989456177,-5.092559337615967,-10.51191520690918,0.04355849325656891,-1.0098786354064941,-3.5201799869537354,3.71531081199646,-2.8815078735351562,-3.34101939201355,-2.1954455375671387,-3.428821325302124,-0.8802874684333801,0.8347054719924927,-1.572443962097168,4.627994537353516,4.112390995025635,13.183099746704102,13.498865127563477,12.462910652160645,5.594564437866211,2.3723344802856445,-2.103177309036255,2.4766509532928467
happy,1383.1484375,-362.9684143066406,66.32353973388672,-41.12287521362305,8.69127368927002,-23.287004470825195,-32.24732971191406,-12.308282852172852,-36.190673828125,-23.111799240112305,-12.763043403625488,-23.14263153076172,-2.480999231338501,-24.286090850830078,-3.095742702484131,-11.507584571838379,-14.020298957824707,-3.011781930923462,-5.3954596519470215,-5.681610107421875,-3.7261595726013184,6.233011722564697,3.231337308883667,0.2155652642250061,1.7076116800308228,3.726524829864502,6.609212398529053,4.8539886474609375,3.5193917751312256,-3.2372403144836426,3.95271897315979,2.5256879329681396,3.537583827972412,3.0125696659088135,1.6821181774139404,-5.869452476501465,-2.735715627670288,-2.7787017822265625,1.8275752067565918,-1.2566566467285156,1.5078178644180298
happy,1831.0743408203125,-360.7449951171875,44.98325729370117,-53.829063415527344,-8.13031005859375,-29.384235382080078,-33.098167419433594,-12.017736434936523,-30.884233474731445,-17.517681121826172,-12.187613487243652,-17.8542537689209,5.046390056610107,-8.560004234313965,13.776846885681152,3.657395124435425,9.039030075073242,8.766148567199707,5.113902568817139,5.008862495422363,1.8683249950408936,-0.14202351868152618,-0.7372235059738159,0.9017410278320312,3.02742862701416,-4.521951198577881,0.0008404254913330078,-0.7526111006736755,1.0861257314682007,-4.516984462738037,5.897122383117676,-2.1159276962280273,3.6610703468322754,-1.1632744073867798,2.9659345149993896,1.6171238422393799,5.7575364112854,-2.1450467109680176,-1.3353700637817383,-1.3030743598937988,1.8813401460647583
